text,labels
"Spinal muscular atrophy. Spinal muscular atrophy (SMA) is a genetic condition that makes the muscles weaker and causes problems with movement.It's a serious condition that gets worse over time, but there are treatments to help manage the symptoms.",39.3
"Spondylolisthesis. Spondylolisthesis is where one of the bones in your spine, known as a vertebra, slips out of position.It's most common in the lower back, but it can also happen in the mid to upper back or at the top of the spine at the back of your neck.Spondylolisthesis is not the same as a slipped disc. A slipped disc is when a disc (the tissue between the bones in your spine) moves out of place.",34.9
Morton's neuroma. Morton's neuroma is where a nerve in your foot is irritated or damaged. The symptoms can often be eased with treatments you can try yourself.,69.1
"Vitiligo. Vitiligo is a long-term condition where pale white patches develop on the skin. It's caused by the lack of melanin, which is the pigment in skin.Vitiligo can affect any area of skin, but it commonly happens on the face, neck and hands, and in skin creases.The pale areas of skin are more vulnerable to sunburn, so it's important to take extra care when in the sun and use a sunscreen with a high sun protection factor (SPF).",66.5
"Phaeochromocytoma. A phaeochromocytoma is a rare tumour of the adrenal glands, which sit above the kidneys.The tumour is mainly found in adults, although children can sometimes develop one.It will usually be non-cancerous (benign), although around 1 in 10 are cancerous (malignant).It's usually possible to successfully remove a phaeochromocytoma using surgery.",38.44444444
"Knee ligament surgery. If you tear the anterior cruciate ligament (ACL) in your knee, you may need to have reconstructive surgery.The ACL is a tough band of tissue joining the thigh bone to the shin bone at the knee joint.It runs diagonally through the inside of the knee and gives the knee joint stability. It also helps to control the back-and-forth movement of the lower leg.",38.90909091
"Myasthenia gravis. Myasthenia gravis is a rare long-term condition that causes muscle weakness.It most commonly affects the muscles that control the eyes and eyelids, facial expressions, chewing, swallowing and speaking. But it can affect most parts of the body.It can affect people of any age, typically starting in women under 40 and men over 60.",39.54545455
"Appendicitis. Appendicitis is a painful swelling of the appendix. The appendix is a small, thin pouch about 5 to 10cm (2 to 4 inches) long. It's connected to the large intestine, where poo forms.Nobody knows exactly what the appendix does, but removing it is not harmful.",35.11111111
Tinnitus. Tinnitus is the name for hearing noises that are not caused by an outside source. It's not usually a sign of any serious conditions and generally improves over time. There are treatments that can help.,70.44444444
"Mouth cancer. Mouth cancer, also known as oral cancer, is where a tumour develops in a part of the mouth. It may be on the surface of the tongue, the inside of the cheeks, the roof of the mouth (palate), the lips or gums.Tumours can also develop in the glands that produce saliva, the tonsils at the back of the mouth, and the part of the throat connecting your mouth to your windpipe (pharynx). However, these are less common.",32.4
"Cancer. Cancer is a condition where cells in a specific part of the body grow and reproduce uncontrollably. The cancerous cells can invade and destroy surrounding healthy tissue, including organs.Cancer sometimes begins in one part of the body before spreading to other areas. This process is known as metastasis.1 in 2 people will develop some form of cancer during their lifetime. In the UK, the 4 most common types of cancer are:breast cancerlung cancerprostate cancerbowel cancerThere are more than 200 different types of cancer, and each is diagnosed and treated in a particular way. You can find links on this page to information about other types of cancer.",18.45454545
"Bruxism. Teeth grinding and jaw clenching (also called bruxism) is often related to stress or anxiety.It does not always cause symptoms, but some people get facial pain and headaches, and it can wear down your teeth over time.Most people who grind their teeth and clench their jaw are not aware they're doing it.It often happens during sleep, or while concentrating or under stress.",59.4
"Granulomatosis with polyangiitis. Granulomatosis with polyangiitis (GPA) is a rare condition in which the blood vessels become inflamed. It mainly affects the ears, nose, sinuses, kidneys and lungs.Anyone can get it, including children, but it's most common in middle-aged or older people.GPA can be very serious but, with medication, most people can keep it under control and live largely normal lives.GPA used to be called Wegener's granulomatosis.",55.8
"Kyphosis. Kyphosis is curvature of the spine that causes the top of the back to appear more rounded than normal.   Everyone has some degree of curvature in their spine. However, a curve of more than 45 degrees is considered excessive.Sometimes kyphosis doesn't cause any symptoms other than the back appearing abnormally curved or hunched. However, in some cases the condition causes: back pain and stiffness tenderness of the spine tiredness Back pain can be particularly problematic in adults with kyphosis because the body has to compensate for the spinal abnormality. If you have severe kyphosis, your symptoms may get worse over time. You may also have difficulty breathing and eating.",30.77777778
"Exophthalmos. Exophthalmos, also known as proptosis, is the medical term for bulging or protruding eyeballs. It can affect 1 or both eyes and is most often caused by thyroid eye disease.If you have exophthalmos, there is a small risk of your optic nerve (which sends signals between your eye and brain) becoming compressed, which may affect your sight permanently if it is not treated quickly.Many of the symptoms of thyroid eye disease tend to improve over time, although this can take several years. There's a chance your eyes will continue to protrude if corrective surgery is not done.Some people with exophthalmos are left with long-term vision problems, such as double vision. However, permanent loss of vision is rare if the condition is diagnosed and treated quickly.",53.09090909
"Autosomal dominant polycystic kidney disease. Autosomal dominant polycystic kidney disease (ADPKD) is an inherited condition that causes small fluid-filled sacs called cysts to develop in the kidneys.Although children affected by ADPKD are born with the condition, it rarely causes any noticeable problems until the cysts grow large enough to affect the kidneys' functions.In most cases, this does not occur until a person is between 30 and 60 years of age. Less commonly, children or older people may have noticeable symptoms as a result of ADPKD.When ADPKD reaches this stage, it can cause a wide range of problems, including:tummy (abdominal) painhigh blood pressure (hypertension)blood in the urine (haematuria), which may not always be noticeable to the naked eyepotentially serious upper urinary tract infections (UTIs)kidney stonesKidney function will gradually deteriorate until so much is lost that kidney failure occurs.Read more about the symptoms of ADPKD and diagnosing ADPKD.",31.6
"Basal cell carcinoma. Skin cancer is one of the most common cancers in the world. Non-melanoma skin cancer refers to a group of cancers that slowly develop in the upper layers of the skin.The term non-melanoma distinguishes these more common types of skin cancer from the less common skin cancer known as melanoma, which can be more serious.In the UK, around 147,000 new cases of non-melanoma skin cancer are diagnosed each year. It affects more men than women and is more common in the elderly.",44.18181818
"Down's syndrome. Down's syndrome is when you're born with an extra chromosome.You usually get an extra chromosome by chance, because of a change in the sperm or egg before you're born.This change does not happen because of anything anyone did before or during pregnancy.",56.18181818
"Hepatitis B. Hepatitis B is an infection of the liver caused by a virus that's spread through blood and body fluids.It often does not cause any obvious symptoms in adults, and typically passes in a few months without treatment.But in children, it often persists for years and may eventually cause serious liver damage.Hepatitis B is less common in the UK than other parts of the world, but certain groups are at an increased risk.This includes people originally from high-risk countries, people who inject drugs, and people who have unprotected sex with multiple sexual partners.A hepatitis B vaccine is available for people at high risk of the condition.",54.36363636
"Stammering. Stammering, also sometimes referred to as stuttering, is a relatively common speech problem in childhood, which can persist into adulthood.",68.63636364
"Pityriasis rosea. Pityriasis rosea is a relatively common skin condition that causes a temporary rash of raised red scaly patches on the body.It can affect anyone, but it's more common in older children and young adults (aged 10 to 35).",61.66666667
"Mastocytosis. Mastocytosis is a rare condition caused by an excess number of mast cells gathering in the body's tissues.There are 2 main types of mastocytosis:cutaneous mastocytosis, which mainly affects children – where mast cells gather in the skin, but are not found in large numbers elsewhere in the bodysystemic mastocytosis, which mainly affects adults – where mast cells gather in body tissues, such as the skin, internal organs and bonesThere are also several subtypes of systemic mastocytosis, depending on the symptoms.",32.36363636
"Clostridium difficile. Clostridium difficile, also known as C. difficile or C. diff, is bacteria that can infect the bowel and cause diarrhoea.The infection most commonly affects people who have recently been treated with antibiotics. It can spread easily to others.C. diff infections are unpleasant and can sometimes cause serious bowel problems, but they can usually be treated with another course of antibiotics.",47.0
"Retinal migraine. Retinal migraine (ocular migraine) is an eye condition that causes brief attacks of blindness or visual problems like flashing lights in 1 eye.These episodes can be frightening, but in most cases they're harmless and shortlived, and eyesight goes back to normal afterwards.Some people get retinal migraine every few months, although the frequency can vary.Retinal migraine is a separate condition and should not be confused with headache-type migraine or migraine with aura, which usually affects the vision of both eyes.",58.72727273
"Epiglottitis. Epiglottitis is inflammation and swelling of the epiglottis. It's often caused by an infection, but can also sometimes happen as a result of a throat injury.The epiglottis is a flap of tissue that sits beneath the tongue at the back of the throat.Its main function is to close over the windpipe (trachea) while you're eating to prevent food entering your airway.",43.0
"Brain tumour. A malignant brain tumour is a cancerous growth in the brain.It's different from a benign brain tumour, which isn't cancerous and tends to grow more slowly.",11.1
"Acute pancreatitis. Acute pancreatitis is a condition where the pancreas becomes inflamed (swollen) over a short period of time.The pancreas is a small organ, located behind the stomach, that helps with digestion.Most people with acute pancreatitis start to feel better within about a week and have no further problems. But some people with severe acute pancreatitis can go on to develop serious complications.Acute pancreatitis is different to chronic pancreatitis, where the pancreas has become permanently damaged from inflammation over many years.",38.5
"Norovirus. Norovirus, also called the ""winter vomiting bug"", is a stomach bug that causes vomiting and diarrhoea. It can be very unpleasant, but usually goes away in about 2 days.",59.9
"Ovarian cancer. Ovarian cancer, or cancer of the ovaries, is one of the most common types of cancer in women.The ovaries are a pair of small organs located low in the tummy that are connected to the womb and store a woman's supply of eggs.Ovarian cancer mainly affects women who have been through the menopause (usually over the age of 50), but it can sometimes affect younger women.",25.90909091
"Phenylketonuria. Phenylketonuria (PKU) is a rare but potentially serious inherited disorder.Our bodies break down the protein in foods, such as meat and fish, into amino acids, which are the ""building blocks"" of protein. These amino acids are then used to make our own proteins. Any amino acids that are not needed are broken down further and removed from the body.People with PKU cannot break down the amino acid phenylalanine, which then builds up in their blood and brain. This can lead to brain damage.",25.90909091
"Complex regional pain syndrome. Complex regional pain syndrome (CRPS) is a poorly understood condition where a person experiences persistent severe and debilitating pain.Although most cases of CRPS are triggered by an injury, the resulting pain is much more severe and long-lasting than normal.The pain usually only affects 1 limb, but it can sometimes spread to other parts of the body.The skin of the affected body part can become so sensitive that a slight touch, bump or even a change in temperature can cause intense pain.Affected areas can also become swollen, stiff or undergo fluctuating changes in colour or temperature.CRPS often gradually improves over time. But some people with CRPS experience pain for many years.Find out more about the symptoms of CRPS.",27.18181818
Vaginal dryness. Vaginal dryness is a common problem that many women have at some point in their lives. But there are things that can help.,63.4
"Personality disorder. A person with a personality disorder thinks, feels, behaves or relates to others very differently from the average person.There are several different types of personality disorder. This page gives some information about personality disorders in general, linking to other sources for more detail.",41.3
"Spleen problems and spleen removal. Some people are born without a spleen or need to have it removed because of illness or injury.The spleen is a fist-sized organ in the upper left side of your abdomen, next to your stomach and behind your left ribs. It's an important part of your immune system, but you can survive without it. This is because the liver can take over many of the spleen's functions.",40.3
"Pityriasis versicolor. Pityriasis versicolor, sometimes called tinea versicolor, is a common fungal infection that causes small patches of skin to become scaly and discoloured.",62.11111111
Parkinson's disease. Parkinson's disease is a condition in which parts of the brain become progressively damaged over many years.,24.54545455
Stretch marks. Stretch marks are very common. They're harmless and often get less visible over time.,84.18181818
"Abscess. An abscess is a painful collection of pus, usually caused by a bacterial infection. Abscesses can develop anywhere in the body.This article focuses on 2 types of abscess: skin abscesses – which develop under the skin internal abscesses – which develop inside the body, in an organ or in the spaces between organs",41.9
"Edwards' syndrome. Edwards' syndrome, also known as trisomy 18, is a rare but serious condition.Edwards' syndrome affects how long a baby may survive. Sadly, most babies with Edwards' syndrome will die before or shortly after being born.A small number (about 13 in 100) babies born alive with Edwards' syndrome will live past their 1st birthday.",1.818181818
Dandruff. Dandruff is a common skin condition. It's not harmful and you cannot catch it.Dandruff causes white or grey flakes of skin to appear on the scalp and in the hair The flakes are often more noticeable in darker hair and  if they fall from your scalp on to your shoulders.Your scalp may also feel dry and itchy.,78.1
"Antiphospholipid syndrome. Antiphospholipid syndrome (APS), sometimes known as Hughes syndrome, is a disorder of the immune system that causes an increased risk of blood clots.This means people with APS are at greater risk of developing conditions such as: deep vein thrombosis (DVT), a blood clot that usually develops in the leg arterial thrombosis (a clot in an artery), which can cause a stroke or heart attackblood clots in the brain, leading to problems with balance, mobility, vision, speech and memory Pregnant women with APS also have an increased risk of having a miscarriage, although the exact reasons for this are uncertain.APS doesn't always cause noticeable problems, but some people have general symptoms that can be similar to those of multiple sclerosis (a common condition affecting the central nervous system). Find out more about signs and symptoms of APS",19.7
"Eczema. Varicose eczema, also known as venous, gravitational or stasis eczema, is a long-term skin condition that affects the lower legs. It's common in people with varicose veins.Varicose eczema tends to be a long-term problem. However, treatments are available to help keep it under control.",62.88888889
"Lichen sclerosus. Lichen sclerosus is a skin condition that causes itchy white patches on the genitals or other parts of the body. There's no cure, but treatment can help relieve the symptoms.",53.5
"Dental abscess. A dental abscess is a collection of pus that can form inside the teeth, in the gums or in the bone that holds the teeth in place. It's caused by a bacterial infection.An abscess at the end of a tooth is called a periapical abscess. An abscess in the gum is called a periodontal abscess.Dental abscesses are often painful, but not always. In either case, they should be looked at by a dentist.It's important to get help as soon as possible, as abscesses do not go away on their own.They can sometimes spread to other parts of the body and make you ill.",52.54545455
Scurvy. Scurvy (severe vitamin C deficiency) is rare as most people get enough vitamin C in their diet. It's usually easy to treat.,59.33333333
"Cholesteatoma. A cholesteatoma is an abnormal collection of skin cells deep inside your ear.They're rare but, if left untreated, they can damage the delicate structures inside your ear that are essential for hearing and balance.A cholesteatoma can also lead to:an ear infection – causing discharge from the earhearing loss – this can be permanent vertigo – the sensation that you, or the world around you, is spinningtinnitus – hearing sounds coming from inside the body, rather than from an outside sourcedamage to your facial nerve – this can cause weakness in half your face In very rare cases, an infection can spread into the inner ear and brain, leading to a brain abscess or meningitis.",31.88888889
"Mouth ulcers. Mouth ulcers are common and should clear up on their own within a week or 2. They're rarely a sign of anything serious, but may be uncomfortable to live with.",72.9
"Non-allergic rhinitis. Non-allergic rhinitis is inflammation of the inside of the nose that is not caused by an allergy.Rhinitis that is caused by something that triggers an allergy, such as pollen, is a separate health condition known as allergic rhinitis.Symptoms of non-allergic rhinitis can include:a blocked nose a runny nose  sneezing – although this is generally less severe than in allergic rhinitis mild irritation or discomfort in and around your nose reduced sense of smellIn rare cases, non-allergic rhinitis can also cause a crust to develop inside the nose, which may: produce a foul-smelling odour cause bleeding if you try to remove it",53.81818182
"Patau's syndrome. Patau's syndrome is a serious rare genetic disorder caused by having an additional copy of chromosome 13 in some or all of the body's cells. It's also called trisomy 13.Each cell normally contains 23 pairs of chromosomes, which carry the genes you inherit from your parents. But a baby with Patau's syndrome has 3 copies of chromosome 13, instead of 2. This severely disrupts normal development and, in many cases, results in miscarriage, stillbirth or the baby dying shortly after birth.Babies with Patau's syndrome grow slowly in the womb and have a low birth weight, along with a number of other serious medical problems.Patau's syndrome affects about 1 in every 5,000 births. The risk of having a baby with the syndrome increases with the mother's age.More than 9 out of 10 children born with Patau's syndrome die during the first year. About 1 in 10 babies with less severe forms of the syndrome, such as partial or mosaic trisomy 13, live for more than a year.",11.45454545
"Cyclospora. Cyclospora is an infection of the bowel caused by a tiny parasite called Cyclospora cayetanensis. It's usually caught from eating raw fruit and vegetables contaminated with human faeces (poo).Diarrhoea, which can often be severe, is the most common symptom of cyclospora. Symptoms usually appear about a week after catching the parasite.Other symptoms can include:loss of appetite weight loss stomach cramps or painbloating increased gas (flatulence) tiredness feeling sick (nausea)Less common symptoms include vomiting, body aches, headache, fever, and other flu-like symptoms.Although these symptoms are often unpleasant, cyclospora doesn't usually pose a serious threat to health and can be easily treated using antibiotics.Some people with cyclospora don't have any symptoms. These are usually people who have grown up in a developing country and been previously exposed to the parasite.",59.22222222
Hernia 4. A hiatus hernia is when part of your stomach moves up into your chest. It's very common if you're over 50. It does not normally need treatment if it's not causing you problems.,51.1
"Non-Hodgkin lymphoma. Non-Hodgkin lymphoma is a type of cancer that develops in the lymphatic system, a network of vessels and glands spread throughout your body.The lymphatic system is part of your immune system.Clear fluid called lymph flows through the lymphatic vessels and contains infection-fighting white blood cells known as lymphocytes.In non-Hodgkin lymphoma, the affected lymphocytes start to multiply in an abnormal way and begin to collect in certain parts of the lymphatic system, such as the lymph nodes (glands).The affected lymphocytes lose their infection-fighting properties, making you more vulnerable to infection.The most common symptom of non-Hodgkin lymphoma is a painless swelling in a lymph node, usually in the neck, armpit or groin. Find out more about the symptoms of non-Hodgkin lymphoma",11.6
"Multiple myeloma. Multiple myeloma, also known as myeloma, is a type of bone marrow cancer. Bone marrow is the spongy tissue at the centre of some bones that produces the body's blood cells.It's called multiple myeloma as the cancer often affects several areas of the body, such as the spine, skull, pelvis and ribs.",9.666666667
"Shin pain. Shin splints is a type of shin pain, usually caused by exercise. It's not serious and there are things you can do to help get better.",69.3
"Nephrotic syndrome in children. Nephrotic syndrome is a condition that causes the kidneys to leak large amounts of protein into the urine. This can lead to a range of problems, including swelling of body tissues and a greater chance of catching infections.Although nephrotic syndrome can affect people of any age, it's usually first diagnosed in children aged between 2 and 5 years old. It affects more boys than girls.Around 1 in every 50,000 children are diagnosed with the condition each year. It tends to be more common in families with a history of allergies or those of an Asian background, although it's unclear why.The symptoms of nephrotic syndrome can usually be controlled with steroid medication. Most children with nephrotic syndrome respond well to steroids and are not at risk of kidney failure.But a small number of children have inherited (congenital) nephrotic syndrome and usually do less well. They may eventually have kidney failure and need a kidney transplant.",38.18181818
"Chipped, broken or cracked tooth. Chipping, breaking or cracking a tooth usually isn't serious. Your dentist will usually be able to treat it.",78.27272727
"Psoriatic arthritis. Psoriatic arthritis is a type of arthritis that affects some people with the skin condition psoriasis. It typically causes affected joints to become swollen, stiff and painful.Like psoriasis, psoriatic arthritis is a long-term condition that can get progressively worse. If it's severe, there's a risk of the joints becoming permanently damaged or deformed, and surgery may be needed.But if psoriatic arthritis is diagnosed and treated early, it's progression can be slowed down and permanent joint damage can be prevented or minimised.",39.44444444
"Hypothyroidism. An underactive thyroid gland (hypothyroidism) is where your thyroid gland does not produce enough hormones.Common signs of an underactive thyroid are tiredness, weight gain and feeling depressed.An underactive thyroid can often be successfully treated by taking daily hormone tablets to replace the hormones your thyroid is not making.There's no way of preventing an underactive thyroid. Most cases are caused either by the immune system attacking the thyroid gland and damaging it, or by damage to the thyroid that occurs during some treatments for an overactive thyroid or thyroid cancer.",56.09090909
"Motion sickness. Motion sickness is feeling sick when travelling by car, boat, plane or train. You can do things to prevent it or relieve the symptoms.",75.45454545
"Dwarfism. Restricted growth, sometimes known as dwarfism, is a condition characterised by unusually short height.There are 2 main types of restricted growth:proportionate short stature (PSS) – a general lack of growth in the body, arms and legs disproportionate short stature (DSS) – where the arms and legs are particularly shortAs well as being short, some people with restricted growth also have other physical problems, such as bowed legs or an unusually curved spine.But most people don't have any other serious problems and are able to live a relatively normal life, with a normal life expectancy.Read more about the symptoms of restricted growth.",57.4
"Acute myeloid leukaemia. Leukaemia is cancer of the white blood cells. Acute leukaemia means it progresses quickly and aggressively, and usually requires immediate treatment.Acute leukaemia is classified according to the type of white blood cells affected.The 2 main types of white blood cells are:lymphocytes – which fight viral infectionsmyeloid cells – which do different things, such as fighting bacterial infections, defending the body against parasites and preventing the spread of tissue damageThis topic focuses on acute myeloid leukaemia (AML), which is an aggressive cancer of the myeloid cells.The following types of leukaemia are covered separately:acute lymphoblastic leukaemiachronic myeloid leukaemiachronic lymphocytic leukaemia",18.8
"Moles. Moles are small, coloured spots on the skin. Most people have them and they're usually nothing to worry about unless they change size, shape or colour.",88.36363636
"Sepsis. ImportantSepsis is life threatening. It can be hard to spot.If you think you or someone you look after has symptoms of sepsis, call 999 or go to A&E. Trust your instincts.",16.36363636
"Vomiting blood. Vomiting blood (haematemesis) could be a sign of a serious problem .You should go to your GP surgery or nearest A&E department.The amount and colour of blood can vary. For example:you may have vomited large amounts of bright red blood there may be streaks of blood in your vomit, mixed with food there may be what look like coffee grounds in your vomit, which means the blood has been in your stomach for a few hours Keep a small sample of the vomit to show a GP or the doctor treating you. It will give them a better idea of what's wrong.",35.4
"Ectropion. Ectropion is where the lower eyelid droops away from the eye and turns outwards. It's not usually serious, but can be uncomfortable.Ectropion mainly affects the lower eyelid and can occur in one or both eyes.The drooping eyelid can disrupt the drainage of tears, which can make the eyes:sore, red and irritated water excessivelyfeel very dry and gritty more vulnerable to bacterial infections, such as conjunctivitisIn severe cases that aren't treated, it's possible to develop a corneal ulcer (a sore on the eye's surface) that could affect your vision. But this is rare.Ectropion is different from entropion, which is where the eyelid turns inwards, towards the eye.",37.125
Broken finger or thumb. Get medical advice as soon as possible if you think you have broken a finger or thumb. It may need treatment to heal properly.A broken bone is also known as a fracture.,59.4
"Blepharitis. Blepharitis causes red, swollen and itchy eyelids. It can normally be treated by washing your eyelids every day. The condition is not usually serious, but can lead to other problems, such as dry eyes, cysts and conjunctivitis, especially if it's not treated.",65.8
"Addison's disease. Addison's disease, also known as primary adrenal insufficiency or hypoadrenalism, is a rare disorder of the adrenal glands.The adrenal glands are 2 small glands that sit on top of the kidneys. They produce 2 essential hormones: cortisol and aldosterone.The adrenal gland is damaged in Addison's disease, so it does not produce enough cortisol or aldosterone.About 8,400 people in the UK have Addison's disease. It can affect people of any age, although it's most common between the ages of 30 and 50. It's also more common in women than men.",46.1
Blushing. Blushing is a common problem that can be embarrassing and affect your day to day life. There are things you can do to help stop it.How to help stop yourself blushing,72.63636364
Vertigo. Vertigo gets better in most cases without treatment. See a GP if it keeps coming back or is affecting your daily life.,71.54545455
"Dislocated kneecap. A dislocated kneecap is a common injury that normally takes about 6 weeks to heal.It's often caused by a blow or a sudden change in direction when the leg is planted on the ground, such as during sports or dancing.The kneecap (patella) normally sits over the front of the knee. It glides over a groove in the joint when you bend or straighten your leg. When the kneecap dislocates, it comes out of this groove and the supporting tissues can be stretched or torn.",45.0
"Hay fever. Hay fever is usually worse between late March and September, especially when it's warm, humid and windy. This is when the pollen count is at its highest.",73.4
"Birthmarks. Birthmarks are coloured marks on the skin that are present at birth or soon afterwards. Most are harmless and disappear without treatment, but some may need to be treated.",90.88888889
"Necrotising fasciitis. Necrotising fasciitis is a rare but serious bacterial infection that affects the tissue beneath the skin and surrounding muscles and organs (fascia).It's sometimes called the ""flesh-eating disease"", although the bacteria that cause it do not ""eat"" flesh, but release toxins that damage nearby tissue.Necrotising fasciitis can start from a relatively minor injury, such as a small cut, but gets worse very quickly and can be life threatening if it's not recognised and treated early on.",26.27272727
"Food intolerance. A food intolerance is difficulty digesting certain foods and having an unpleasant physical reaction to them. It causes symptoms, such as bloating and tummy pain, which usually happen a few hours after eating the food. The number of people who believe they have a food intolerance has risen dramatically over recent years, but it's hard to know how many people are truly affected. Many people assume they have a food intolerance when the true cause of their symptoms is something else.",67.2
"Hypoparathyroidism. Hypoparathyroidism is a rare condition where the parathyroid glands, which are in the neck near the thyroid gland, produce too little parathyroid hormone.This makes blood calcium levels fall (hypocalcaemia) and blood phosphorus levels rise (hyperphosphataemia), which can cause a wide range of symptoms, including muscle cramps, pain and twitching.Treatment for hypoparathyroidism involves taking supplements, usually for life, to restore calcium and phosphorus levels.",47.72727273
"Bowen's disease. Bowen's disease is a very early form of skin cancer that's easily treatable. The main sign is a red, scaly patch on the skin.It affects the squamous cells, which are in the outermost layer of skin, and is sometimes referred to as squamous cell carcinoma in situ.The patch is usually very slow growing, but there's a small chance it could turn into a more serious type of skin cancer if left untreated.The most effective method of reducing your risk of Bowen's disease, as well as other more serious types of skin cancer, is to limit your exposure to the sun. Get more advice about sun safety",44.2
"Acute cholecystitis. Acute cholecystitis is inflammation of the gallbladder. It usually happens when a gallstone blocks the cystic duct.Gallstones are small stones, usually made of cholesterol, that form in the gallbladder. The cystic duct is the main opening of the gallbladder.Gallstones are very common, affecting about 1 in 10 adults in the UK. They do not usually cause symptoms, but can occasionally cause episodes of pain (biliary colic) or acute cholecystitis.Acute cholecystitis is potentially serious because of the risk of complications. It usually needs to be treated in hospital with rest, intravenous fluids and antibiotics.",42.7
"Anxiety disorder in adults. Anxiety is a feeling of unease, such as worry or fear, that can be mild or severe.Everyone has feelings of anxiety at some point in their life. For example, you may feel worried and anxious about sitting an exam, or having a medical test or job interview.During times like these, feeling anxious can be perfectly normal.But some people find it hard to control their worries. Their feelings of anxiety are more constant and can often affect their daily lives.Anxiety is the main symptom of several conditions, including:panic disorderphobias, such as agoraphobia or claustrophobiapost-traumatic stress disorder (PTSD)social anxiety disorder (social phobia)The information in this section is about a specific condition called generalised anxiety disorder (GAD).GAD is a long-term condition that causes you to feel anxious about a wide range of situations and issues, rather than 1 specific event. People with GAD feel anxious most days and often struggle to remember the last time they felt relaxed.As soon as 1 anxious thought is resolved, another may appear about a different issue.",50.27272727
"Keratosis pilaris. Keratosis pilaris is a very common harmless condition where small bumps appear on your skin. It can last for a long time, but there are things that may improve your skin.",81.44444444
"Epididymitis. Epididymitis is where a tube (the epididymis) at the back of the testicles becomes swollen and painful. It's often caused by an infection and is usually treated with antibiotics.If the testicles are also affected, it may be called epididymo-orchitis.",50.54545455
"Long-sightedness. Long-sightedness affects the ability to see nearby objects. You may be able to see distant objects clearly, but closer objects are usually out of focus.It often affects adults over 40, but can affect people of all ages – including babies and children.The medical name for long-sightedness is hyperopia or hypermetropia.",76.11111111
"Multiple system atrophy. Multiple system atrophy (MSA) is a rare condition of the nervous system that causes gradual damage to nerve cells in the brain.This affects balance, movement and the autonomic nervous system, which controls several basic functions, such as breathing, digestion and bladder control.",6.6
"Glaucoma. Glaucoma is a common eye condition where the optic nerve, which connects the eye to the brain, becomes damaged.It's usually caused by fluid building up in the front part of the eye, which increases pressure inside the eye.Glaucoma can lead to loss of vision if it's not diagnosed and treated early.It can affect people of all ages, but is most common in adults in their 70s and 80s.",38.45454545
"Coma. A coma is a state of unconsciousness where a person is unresponsive and cannot be woken.It can result from injury to the brain, such as a severe head injury or stroke. A coma can also be caused by severe alcohol poisoning or a brain infection (encephalitis). People with diabetes could fall into a coma if their blood glucose levels suddenly became very low (hypoglycaemia) or very high (hyperglycaemia).  You may find the following information useful if you have a friend or loved one who is in a coma.",13.72727273
"Pubic lice. Pubic lice (sometimes called crabs) are tiny insects that live on coarse human body hair, such as pubic hair.As well as being found in pubic hair, the lice are also sometimes found in:underarm and leg hairhair on the chest, abdomen and backfacial hair, such as beards and moustacheseyelashes and eyebrows (very occasionally)Unlike head lice, pubic lice don't live in scalp hair.Pubic lice are spread through close bodily contact, most commonly sexual contact.",58.4
"Encephalitis. Encephalitis is an uncommon but serious condition in which the brain becomes inflamed (swollen).It can be life threatening and requires urgent treatment in hospital.Anyone can be affected, but the very young and very old are most at risk.",16.09090909
"Macular hole. A macular hole is a small gap that opens at the centre of the retina, in an area called the macula.The retina is the light-sensitive film at the back of the eye. In the centre is the macula – the part responsible for central and fine-detail vision needed for tasks such as reading.In the early stages, a macular hole can cause blurred and distorted vision. Straight lines may look wavy or bowed, and you may have trouble reading small print.After a while, you may see a small black patch or a ""missing patch"" in the centre of your vision. You won't feel any pain and the condition doesn't lead to a total loss of sight.Surgery is usually needed to repair the hole. This is often successful, but you need to be aware of the possible complications of treatment. Your vision will never completely return to normal, but it's usually improved by having surgery.",47.54545455
Stomach cancer. Stomach cancer is a cancer that's found anywhere in the stomach. It's not very common in the UK.,6.7
"Dysphagia. Dysphagia is the medical term for swallowing difficulties.Some people with dysphagia have problems swallowing certain foods or liquids, while others can't swallow at all.Other signs of dysphagia include:coughing or choking when eating or drinkingbringing food back up, sometimes through the nosea sensation that food is stuck in your throat or chestpersistent drooling of salivabeing unable to chew food properlya 'gurgly' wet sounding voice when eating or drinkingOver time, dysphagia can also cause symptoms such as weight loss and repeated chest infections.",40.22222222
Hypersomnia. Excessive sleepiness and sleeping (hypersomnia) means you struggle to stay awake during the day.,49.90909091
Broken nose. A broken nose usually heals on its own within 3 weeks. Get medical help if it's not getting better or your nose has changed shape.,67.9
"Osteophyte. Osteophytes are bony lumps (bone spurs) that grow on the bones of the spine or around the joints.They often form next to joints affected by osteoarthritis, a condition that causes joints to become painful and stiff.Osteophytes can grow from any bone, but they're most often found in the:neck shoulder knee lower back fingers or big toe foot or heel",44.42857143
"Pre-eclampsia. Pre-eclampsia is a condition that affects some pregnant women, usually during the second half of pregnancy (from around 20 weeks) or soon after their baby is delivered.Coronavirus updateIf you're well, it’s really important you go to all your appointments and scans for the health of you and your baby.Hospitals and clinics are making sure it's safe for pregnant women to go to appointments.If you get symptoms of coronavirus, or you’re unwell with something other than coronavirus, speak to your midwife or maternity team. They will advise you about what to do.Find out more about pregnancy and coronavirus",51.45454545
Coated or white tongue. A sore or white tongue is not usually serious and is often easily treated.,76.7
